"Expedition","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm)","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Responsible","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)","Dilution factor"
"N-ICE2015","POC-149","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5763,1762,22/04/2015 15:30,"Ice corer 14 cm",121,136,"Sea ice","POC/PON","Philipp Assmy","Total volume 4680 ml; Ice thickness 136 cm /141 cm; Snow depth 46, 45, 50, 50, 51 cm","Floe 3",,,"Bio01 & 02",,,"136/141",48.4,1,4680,,750,
"N-ICE2015","CHL-234","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5763,1762,22/04/2015 15:30,"Ice corer 14 cm",121,136,"Sea ice","Pigments","Philipp Assmy","Total volume 4680 ml; Ice thickness 136 cm /141 cm; Snow depth 46, 45, 50, 50, 51 cm","Floe 3",,,"Bio01 & 02",,,"136/141",48.4,1,4680,,750,
"N-ICE2015","DOC-214","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5763,1762,22/04/2015 15:30,"Ice corer 14 cm",60,80,"Sea ice","DOC/TDN","Philipp Assmy","Total volume 5850 ml; Ice thickness 136 cm /141 cm; Snow depth 46, 45, 50, 50, 51 cm","Floe 3",,,"Bio01 & 02",,,"136/141",48.4,1,5850,,,
"N-ICE2015","DOC-215","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5763,1762,22/04/2015 15:30,"Ice corer 14 cm",80,100,"Sea ice","DOC/TDN","Philipp Assmy","Total volume 5720 ml; Ice thickness 136 cm /141 cm; Snow depth 46, 45, 50, 50, 51 cm","Floe 3",,,"Bio01 & 02",,,"136/141",48.4,1,5720,,,
"N-ICE2015","DOC-216","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5763,1762,22/04/2015 15:30,"Ice corer 14 cm",100,121,"Sea ice","DOC/TDN","Philipp Assmy","Total volume 5660 ml; Ice thickness 136 cm /141 cm; Snow depth 46, 45, 50, 50, 51 cm","Floe 3",,,"Bio01 & 02",,,"136/141",48.4,1,5660,,,
"N-ICE2015","PHT-113","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,82.7204,15.2472,1607,24/04/2015 16:00,"Sediment trap",53,,"Phytoplankton","Phytoplankton taxonomy","Philipp Assmy","Mooring retrieval on 26.04.2015 at 17:00","Floe 3",,,,,,,,,,,,
"N-ICE2015","HPL-110","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5763,1762,22/04/2015 15:30,"Ice corer 14 cm",121,136,"Sea ice","HPLC pigments","Philipp Assmy","Total volume 4680 ml; Ice thickness 136 cm /141 cm; Snow depth 46, 45, 50, 50, 51 cm","Floe 3",,,"Bio01 & 02",,,"136/141",48.4,1,4680,,750,
"N-ICE2015","PAB-128","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5763,1762,22/04/2015 15:30,"Ice corer 14 cm",121,136,"Sea ice","Particulate absorption","Mats Granskog",,"Floe 3",,,"Bio01 & 02",,,,,,,,750,
"N-ICE2015","Ship CTD 024","N-ICE","R/V Lance","Ship CTD-024",24,82.4272,15.2857,1377,26/04/2015 14:14,"Ship CTD",1377,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","MIT-020","N-ICE","R/V Lance","Ship CTD-025",25,82.4053,15.2252,1370,26/04/2015 16:30,"Ship CTD",51,,"Microplankton","Microplankton taxonomy","Philipp Assmy","23,2L  filtered through 10μm mesh","Floe 3",,,,,,,,,,,23200,
"N-ICE2015","MIT-021","N-ICE","R/V Lance","Ship CTD-025",25,82.4053,15.2252,1370,26/04/2015 16:30,"Ship CTD",25,,"Microplankton","Microplankton taxonomy","Philipp Assmy","22,5L  filtered through 10μm mesh","Floe 3",,,,,,,,,,,22500,
"N-ICE2015","MIT-022","N-ICE","R/V Lance","Ship CTD-025",25,82.4053,15.2252,1370,26/04/2015 16:30,"Ship CTD",5,,"Microplankton","Microplankton taxonomy","Philipp Assmy","23,5L  filtered through 10μm mesh","Floe 3",,,,,,,,,,,23500,
"N-ICE2015","AMM-221","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1538,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-222","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1000,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-223","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",900,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-224","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",800,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-225","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",700,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-226","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",400,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-227","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",100,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-228","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",50,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-229","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",24,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-230","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",15,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","AMM-231","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-405","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1538,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-406","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1000,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-407","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",900,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-408","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",800,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-409","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",700,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-410","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",400,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-411","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",100,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-412","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",50,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-413","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",24,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-414","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",15,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BAR-415","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","Barium","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","CDO-256","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5760,1762,22/04/2015 15:30,"Ice corer 14 cm",80,90,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,49,,,138,,1,,,,
"N-ICE2015","CDO-257","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5760,1762,22/04/2015 15:30,"Ice corer 14 cm",90,100,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,49,,,138,,1,,,,
"N-ICE2015","CDO-258","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5760,1762,22/04/2015 15:30,"Ice corer 14 cm",100,110,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,49,,,138,,1,,,,
"N-ICE2015","CDO-259","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5760,1762,22/04/2015 15:30,"Ice corer 14 cm",110,120,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,49,,,138,,1,,,,
"N-ICE2015","CDO-260","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5760,1762,22/04/2015 15:30,"Ice corer 14 cm",120,130,"Sea ice","CDOM","Mats Granskog","Chemistry/Tracer core; NB: distance from core top!","Floe 3",,,49,,,138,,1,,,,
"N-ICE2015","DIC-423","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1538,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-424","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1000,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-425","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",900,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-426","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",800,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-427","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",700,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-428","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",400,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-429","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",100,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-430","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",50,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-431","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",24,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-432","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",15,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-433","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","DIC/AT","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DIC-435","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","DIC/AT","Agneta Fransson","Water for PI2 taken from 5 m depth","Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-167","N-ICE","R/V Lance","Ship CTD-030",30,81.6273,12.0294,1993,08/05/2015 07:30,"Ship CTD",51,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-166","N-ICE","R/V Lance","Ship CTD-030",30,81.6273,12.0294,1993,08/05/2015 07:30,"Ship CTD",101,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-165","N-ICE","R/V Lance","Ship CTD-030",30,81.6273,12.0294,1993,08/05/2015 07:30,"Ship CTD",101,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-164","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1934,09/05/2015 09:08,"On-ice CTD",2,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOX-163","N-ICE","R/V Lance","On-ice CTD-055",55,81.5610,11.5032,1934,09/05/2015 09:08,"On-ice CTD",5,,"Water","Dissolved oxygen","Pedro Duarte",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-405","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1538,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-406","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1000,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-407","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",900,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-408","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",800,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-409","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",700,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-410","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",400,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-411","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",100,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-412","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",50,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-413","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",24,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-414","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",15,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","GAS-415","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","N2O/CH4/CO2","Agneta Fransson",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-489","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1538,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-490","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1000,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-491","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",900,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-492","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",800,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-493","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",700,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-494","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",400,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-495","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",100,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-496","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",50,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-497","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",24,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-498","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",15,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","NUT-499","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","Nutrients","Paul Dodd; Phillip Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-524","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1538,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-525","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1000,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-526","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",900,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-527","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",800,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-528","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",700,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-529","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",400,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-530","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",100,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-531","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",50,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-532","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",24,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-533","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",15,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","OXI-534","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","δ18 Oxygen","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-471","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1538,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-472","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1000,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-473","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",900,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-474","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",800,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-475","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",700,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-476","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",400,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-477","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",100,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-478","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",50,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-479","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",24,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-480","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",15,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","SAL-481","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",5,,"Water","Salinity","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","Ship CTD-026","N-ICE","R/V Lance","Ship CTD-026",26,82.3950,15.1880,1527,26/04/2015 17:12,"Ship CTD",1538,,"Water","CTD","Paul Dodd",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","BSI-085","N-ICE","R/V Lance","On-ice CTD-045",45,82.1666,13.9398,1633,28/04/2015 08:39,"On-ice CTD",15,,"Water","Biogenic silica","Philipp Assmy",,"Floe 3",,,,,,,,,,,1000,
"N-ICE2015","BSI-086","N-ICE","R/V Lance","On-ice CTD-045",45,82.1666,13.9398,1633,28/04/2015 08:39,"On-ice CTD",5,,"Water","Biogenic silica","Philipp Assmy",,"Floe 3",,,,,,,,,,,1000,
"N-ICE2015","BSI-087","N-ICE","R/V Lance","On-ice CTD-045",45,82.1666,13.9398,1633,28/04/2015 08:39,"On-ice CTD",2,,"Water","Biogenic silica","Philipp Assmy",,"Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-235","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,82.1464,13.8068,1932,28/04/2015 15:30,"Bottle",0,,"Water","Pigments","Philipp Assmy","In-situ incubation 1; under-ice water; retrieval 29.04.2015 15:45","Floe 3",,,,,,,,,,,1000,
"N-ICE2015","CHL-236","N-ICE","R/V Lance","Dive tent incubation hole thick ice",,82.1464,13.8068,1932,28/04/2015 15:30,"Bottle",0,,"Sea ice","Pigments","Philipp Assmy","In-situ incubation 1; ice-algal aggregates; retrieval 29.04.2015 15:45","Floe 3",,,,,,,,,,,470,
"N-ICE2015","CHL-237","N-ICE","R/V Lance","On-ice CTD-045",45,82.1666,13.9398,1932,28/04/2015 08:39,"On-ice CTD",15,,"Water","Pigments","Philipp Assmy",,"Floe 3",,,,,,,,,,,1000,
"N-ICE2015","DOC-217","N-ICE","R/V Lance","Main Coring Site",,82.8478,16.5763,1762,22/04/2015 15:30,"Ice corer 14 cm",121,136,"Sea ice","DOC/TDN","Philipp Assmy","Total volume 4680 ml; Ice thickness 136 cm /141 cm; Snow depth 46, 45, 50, 50, 51 cm","Floe 3",,,"Bio01 & 02",,,"136/141",48.4,1,4680,,,
"N-ICE2015","DOC-218","N-ICE","R/V Lance","On-ice CTD-045",45,82.1666,13.9398,1633,28/04/2015 08:39,"On-ice CTD",15,,"Water","DOC/TDN","Philipp Assmy",,"Floe 3",,,,,,,,,,,,
"N-ICE2015","DOC-219","N-ICE","R/V Lance","On-ice CTD-045",45,82.1666,13.9398,1633,28/04/2015 08:39,"On-ice CTD",5,,"Water","DOC/TDN","Philipp Assmy",,"Floe 3",,,,,,,,,,,,
