"Expedition ","Sample name","Program","Ship","Station","Cast number","Latitude (decimals)","Longitude (decimals)","Bottom depth (m)","Sampling date (UTC)","Gear","Sampling depth (m) from/Distance from core bottom (cm) from","Sampling depth (m) to /Distance from core bottom (cm) to","Animal group","Sample type","Contact person","Comment","Floe","Location","Ice core type","Ice core number","Distance from core bottom (cm) from","Distance from core bottom (cm) to","Ice thickness (cm)","Snow thickness (cm)","Freeboard (cm)","Total melted volume (ml)","Salinity","Filtered volume (ml)"
"N-ICE15","SAL-268","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",250,250,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-269","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",301,301,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-270","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",400,400,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-278","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",150,150,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-280","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-285","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",200,200,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-234","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",250,250,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-221","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",400,400,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-223","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",250,250,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-225","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-230","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",200,200,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-294","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-295","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",200,200,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-268","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",400,400,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-269","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",301,301,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-270","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",250,250,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-271","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",200,200,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-272","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",150,150,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-273","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",100,100,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-234","N-ICE","R/V Lance","On-ice CTD-028","028",83.1527,23.7623,"n.r.","07.03.2015 13:15","On-ice CTD",150,150,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-079","N-ICE","R/V Lance","D1",,83.8697,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",0.00,10.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 1","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","ZOT-017","N-ICE","R/V Lance","Next to ship",,83.2500,23.1500,"n.r.","07.03.2015 13:28","WP2 200 μm",0,85,"Zooplankton","Mesozooplankton taxonomy","Janne Søreide, UNIS; Anette Wold",,"Floe 2",,,,,,,,,,,
"N-ICE15","FCM-146B","N-ICE","R/V Lance","D1",,83.8697,24.1277,"n.r.",07/03/2015 13:30,"Ice corer 9 cm",0.00,10.00,"Bacteria","Flow cytometry","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 10.These depths were inverted and follow the ""rule"" for the biological cores"".  Therefore, they look different from DOC depths indicated above for the same samples that follow the ""rule"" of the chemical cores.","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","FCM-147B","N-ICE","R/V Lance","D1",,83.8697,24.1277,"n.r.",07/03/2015 13:30,"Ice corer 9 cm",0.00,10.00,"Bacteria","Flow cytometry","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 10.These depths were inverted and follow the ""rule"" for the biological cores"".  Therefore, they look different from DOC depths indicated above for the same samples that follow the ""rule"" of the chemical cores.","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","FCM-148B","N-ICE","R/V Lance","D1",,83.8697,24.1277,"n.r.",07/03/2015 13:30,"Ice corer 9 cm",0.00,10.00,"Bacteria","Flow cytometry","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 10.These depths were inverted and follow the ""rule"" for the biological cores"".  Therefore, they look different from DOC depths indicated above for the same samples that follow the ""rule"" of the chemical cores.","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","DOC-080","N-ICE","R/V Lance","D1",,83.8697,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",10.00,20.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 2","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","ZOT-018","N-ICE","R/V Lance","Next to ship",,83.2500,23.1500,"n.r.","07.03.2015 13:42","WP2 200 μm",85,200,"Zooplankton","Mesozooplankton taxonomy","Janne Søreide, UNIS; Anette Wold",,"Floe 2",,,,,,,,,,,
"N-ICE15","ZOT-021","N-ICE","R/V Lance","Next to ship",,83.2500,23.1500,"n.r.","07.03.2015 14:12","WP2 200 μm",0,85,"Zooplankton","Mesozooplankton taxonomy","Janne Søreide, UNIS; Anette Wold",,"Floe 2",,,,,,,,,,,
"N-ICE15","ZOT-022","N-ICE","R/V Lance","Next to ship",,83.2500,23.1500,"n.r.","07.03.2015 14:25","WP2 200 μm",85,200,"Zooplankton","Mesozooplankton taxonomy","Janne Søreide, UNIS; Anette Wold",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-083","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-084","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-085","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-086","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-087","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","AMM-088","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",1,1,"Water","Ammonium","Svein Kristiansen, UiT; Pedro Duarte",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-220","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-003","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-006","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-012","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-013","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-030","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",1,1,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","BRO-031","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","Bromoform","Daiki Normura",,"Floe 2",,,,,,,,,,,
"N-ICE15","CDO-188","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","CDOM","Mats Granskog",,"Floe 2",,,,,,,,,,,
"N-ICE15","CDO-190","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","CDOM","Mats Granskog",,"Floe 2",,,,,,,,,,,
"N-ICE15","CDO-191","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","CDOM","Mats Granskog",,"Floe 2",,,,,,,,,,,
"N-ICE15","CDO-193","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","CDOM","Mats Granskog",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-238","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-242","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-243","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",1,1,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-245","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-248","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","DIC-249","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","DIC/AT","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-216","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",1,1,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-220","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-221","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-226","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-232","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","MET-233","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","Methane","Agneta Fransson",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-284","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",1,1,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-285","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-286","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-287","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-288","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","OXY-289","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","δ18 Oxygen","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-272","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-273","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",1,1,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-281","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-282","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-283","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","SAL-284","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","Salinity","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-224","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-226","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-228","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-274","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",75,75,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-275","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",50,50,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-276","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-277","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",15,15,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-278","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","BAR-232","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",6,6,"Water","Barium","Paul Dodd",,"Floe 2",,,,,,,,,,,
"N-ICE15","NUT-279","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",1,1,"Water","Nutrients","Paul Dodd; Philipp Assmy",,"Floe 2",,,,,,,,,,,
"N-ICE15","CDO-194","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",25,25,"Water","CDOM","Mats Granskog",,"Floe 2",,,,,,,,,,,
"N-ICE15","CDO-196","N-ICE","R/V Lance","On-ice CTD-029","029",83.1562,23.7458,"n.r.","07.03.2015 15:21","On-ice CTD",1,1,"Water","CDOM","Mats Granskog",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-081","N-ICE","R/V Lance","D1",,83.8697,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",20.00,30.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 3","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","DOC-082","N-ICE","R/V Lance","D1",,83.8697,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",30.00,40.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 4 (DOC seems to have been done twice for this sample) ","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","DOC-083","N-ICE","R/V Lance","D1",,83.8697,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",40.00,50.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 5","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","DOC-084","N-ICE","R/V Lance","D1",,83.8697,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",50.00,60.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 6","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","DOC-085","N-ICE","R/V Lance",,,83.8697,24.1277,1872,05/03/2015 13:30,"NO-GEAR",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-086","N-ICE","R/V Lance",,,83.8697,24.1277,1872,05/03/2015 13:30,"NO-GEAR",,,"MilliQ","DOC/TDN","Philipp Assmy","MilliQ rinsed","Floe 2",,,,,,,,,,,
"N-ICE15","DOC-087","N-ICE","R/V Lance","D1",,83.8697,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",60.00,70.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 7","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","ZOT-023","N-ICE","R/V Lance","Next to ship",,83.2500,23.1500,"n.r.","07.03.2015 15:50","WP2 200 μm",200,600,"Zooplankton","Mesozooplankton taxonomy","Janne Søreide, UNIS; Anette Wold",,"Floe 2",,,,,,,,,,,
"N-ICE15","ZOT-024","N-ICE","R/V Lance","Next to ship",,83.2500,23.1500,"n.r.","07.03.2015 16:42","WP2 200 μm",600,1000,"Zooplankton","Mesozooplankton taxonomy","Janne Søreide, UNIS; Anette Wold",,"Floe 2",,,,,,,,,,,
"N-ICE15","DOC-088","N-ICE","R/V Lance","D1",,83.8697,24.1277,1872,05/03/2015 13:30,"Ice corer 9 cm",70.00,80.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 8","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","DOC-089","N-ICE","R/V Lance","D1",,83.8697,24.1277,"n.r.",06/03/2015 13:30,"Ice corer 9 cm",80.00,90.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 9","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","DOC-090","N-ICE","R/V Lance","D1",,83.8697,24.1277,"n.r.",07/03/2015 13:30,"Ice corer 9 cm",90.00,100.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 5 mar St D1 Ice 10","Floe 2",,,,,,98,24,-2,,,
"N-ICE15","DOC-091","N-ICE","R/V Lance","D2",,83.0721,24.2510,"n.r.",06/03/2015 12:00,"Ice corer 9 cm",50.00,60.00,"Snow","DOC/TDN","Philipp Assmy","Daiki sample NICE 6 mar St D2 Snow top","Floe 2",,,,,,"no data ",60,"no data ",,,
"N-ICE15","DOC-092","N-ICE","R/V Lance","D2",,83.0721,24.2510,"n.r.",06/03/2015 12:00,"Ice corer 9 cm",0.00,10.00,"Sea ice","DOC/TDN","Philipp Assmy","Daiki sample NICE 6 mar St D2 Ice top","Floe 2",,,,,,"no data ",60,"no data ",,,
"N-ICE15","CHL-090","N-ICE","R/V Lance","D3",,83.1782,22.1997,"n.r.",09/03/2015 12:00,"NO-GEAR",,,"Brine","Pigments","Philipp Assmy","9 MAR ST D3 BRINE SHALLOW","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-091","N-ICE","R/V Lance","D3",,83.1782,22.1997,"n.r.",09/03/2015 12:00,"NO-GEAR",,,"Brine","Pigments","Philipp Assmy","9 MAR ST D3 BRINE DEEP","Floe 2",,,,,,,,,,,100
"N-ICE15","CHL-092","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Slush","Pigments","Philipp Assmy","8 MAR ST D1 SLUSH 1","Floe 2",,,,,,,,,,,100
"N-ICE15","DIC-280","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Brine","DIC/AT","Agneta Fransson","8 MAR ST D1 BRINE SHALLOW","Floe 2",,,,,,,,,,,
"N-ICE15","DIC-283","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Slush","DIC/AT","Agneta Fransson","8 MAR ST D1 SLUSH 1","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-295","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Slush","Nutrients","Paul Dodd; Philipp Assmy","8 MAR ST D1 SLUSH 1","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-296","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Brine","Nutrients","Paul Dodd; Philipp Assmy","8 MAR ST D1 BRINE SHALLOW","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-297","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Slush","Nutrients","Paul Dodd; Philipp Assmy","8 MAR ST D1 SLUSH 2","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-300","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Brine","Nutrients","Paul Dodd; Philipp Assmy","8 MAR ST D1 BRINE DEEP","Floe 2",,,,,,,,,,,
"N-ICE15","DIC-299","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Brine","DIC/AT","Agneta Fransson","8 MAR ST D1 BRINE DEEP","Floe 2",,,,,,,,,,,
"N-ICE15","NUT-304","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Snow","Nutrients","Paul Dodd; Philipp Assmy","8 MAR ST D1 SNOW TOP","Floe 2",,,,,,,,,,,
"N-ICE15","DIC-300","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Slush","DIC/AT","Agneta Fransson","8 MAR ST D1 SLUSH 2","Floe 2",,,,,,,,,,,
"N-ICE15","DIC-303","N-ICE","R/V Lance","D1",,83.1500,23.8167,"n.r.",08/03/2015 12:00,"NO-GEAR",,,"Snow","DIC/AT","Agneta Fransson","8 MAR ST D1 SNOW TOP","Floe 2",,,,,,,,,,,
